name,address,addressObj/country,addressObj/postalcode,addressObj/state,cuisine,description,DietaryRestrictions,Dishes,Features,latitude,longitude,localAddress,Meal Type,numberOfReviews,phone,rankingDenominator,rankingPosition,rating,rawRanking
Hotel Anandhas,"TNT Crescent, Thanisandra Main Road Above ICICI Bank, Bengaluru 560045 India",India,560045,Karnataka,Chinese Indian       ,"Naturally Veg Restaurant - A perfect food stop for Families, Friends, Couples, kids and awesome singles.",   ,                       ,                            ,13.048668,77.6292,"TNT Crescent, Thanisandra Main Road, Above ICICI Bank, 560045",     ,1,+91 95001 65155,5993,2603,5,3.032294035
Cafe Ora,"3, Laurel Lane, Richmond Town, Bengaluru 560025 India",India,560025,Karnataka,Cafe        ,,   ,                       ,                            ,12.96519,77.60307,"3, Laurel Lane, Richmond Town, 560025",     ,1,,5993,4865,4,3.008830547
Aroma Bakery & Sweets,"116/1B, SGR Dental College Road, Munnekolal, Near HDFC ATM, Marathahalli, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,12.94966,77.70179,"116/1B, SGR Dental College Road, Munnekolal, Near HDFC ATM, Marathahalli",     ,3,+91 98864 35575,5993,1615,5,3.062077045
Mahro Rajisthan,"4th Floor Outer Ring Road Total Mall, Doddanekundi, Marathahalli, Bengaluru 560037 India",India,560037,Karnataka,        ,The cuisine of Rajasthan has its own place through traditional dishes and specialties. It is very rich and has very unique flavor. Rajasthani cooking was influenced by Maharaja (King) lifestyle.,   ,                       ,                            ,12.98377,77.6923,"4th Floor Outer Ring Road, Total Mall, Doddanekundi, Marathahalli, 560037",Lunch Dinner    ,5,+91 99866 33275,5993,2481,4,3.034929514
Guilt Trip,"Guilt Trip, 616, 80 feet main road Koramangala 6th block, near Sony World Signal, Bengaluru 562149 India",India,562149,Karnataka,        ,,   ,                       ,                            ,12.95255,77.62021,"Guilt Trip, 616, 80 feet main road, Koramangala 6th block, near Sony World Signal, 562149",Lunch Dinner    ,3,+91 82967 62978,5993,2837,4,3.02774477
Siddhartha Foods Goli Vada Pav,"B B 1st Cross Rd 1'st Cross Road Gandhinagar, 1st Cross Rd, Bengaluru, Karnataka 560054, Bengaluru 560037 India",India,560037,Karnataka,        ,,   ,                       ,                            ,12.95959,77.71446,"B B 1st Cross Rd 1'st Cross Road, Gandhinagar, 1st Cross Rd, Bengaluru, Karnataka 560054, 560037",     ,4,+91 80 4131 6136,5993,1973,4.5,3.048048973
Malabar Mess,"76/2a Hulimavu Gate Bannerghatta Road Near Hulimavu Gate Bus Stop, Bengaluru 560078 India",India,560078,Karnataka,        ,,   ,                       ,                            ,12.87646,77.59156,"76/2a Hulimavu Gate Bannerghatta Road Near Hulimavu Gate Bus Stop, 560078",     ,3,+91 90353 17190,5993,3834,3.5,3.015624523
Ruh,"Ganapa Tower 4th Floor Outer Ring Road, Near Kids Play School, Bengaluru 560060 India",India,560060,Karnataka,Indian Mediterranean       ,,   ,                       ,Delivery Takeout Reservations Outdoor Seating Buffet Seating Parking Available Valet Parking Wheelchair Accessible Serves Alcohol Full Bar Accepts American Express Accepts Mastercard Accepts Visa Table Service              ,12.925108,77.674255,"Ganapa Tower 4th Floor Outer Ring Road, Near Kids Play School, 560060",Lunch Dinner    ,11,+91 99729 34777,5993,4818,3,3.009084702
Janani Veg Hotel,"3235 Bigade Miliniam Road Near IDBI Bank, 15th Cross, 24th Main, JP Nagar, Bengaluru 560078 India",India,560078,Karnataka,        ,,   ,                       ,                            ,12.9097,77.5857,"3235 Bigade Miliniam Road, Near IDBI Bank, 15th Cross, 24th Main, JP Nagar, 560078",     ,1,26583449,5993,5034,4,3.007952452
Orchard Fresh,"850 10th Main, Opposite Btm Layout Playground, Bengaluru 560076 India",India,560076,Karnataka,        ,,   ,                       ,                            ,12.91381,77.60782,"850 10th Main, Opposite Btm Layout Playground, 560076",Lunch Dinner    ,1,+91 98454 88824,5993,3862,5,3.015294552
Biriyani Zone,"274, Neeladri Rd, Electronic City, Bengaluru 560100 India",India,560100,Karnataka,Indian        ,,   ,                       ,                            ,12.85063,77.67407,"274, Neeladri Rd, Electronic City, 560100",     ,2,+91 89711 66933,6520,5795,3,3
Gugababa,"25 6th Main Road, Bengaluru 560076 India",India,560076,Karnataka,Chinese Indian       ,,   ,Fish                       ,Delivery Takeout                           ,12.91524,77.60565,"25 6th Main Road, 560076",Breakfast     ,9,+91 80 2678 7755,5993,2915,3.5,3.026172638
Upahara Darshini,"25th And 26th, 22nd Cross, 3rd Block, Opposite Corporation Bank, Jayanagar, Bengaluru 560011 India",India,560011,Karnataka,        ,,   ,                       ,                            ,12.93274,77.58712,"25th And 26th, 22nd Cross, 3rd Block, Opposite Corporation Bank, Jayanagar, 560011",     ,3,+91 80 4121 0637,5993,1591,4.5,3.063011169
Desmonds Koramangala,"48 Terminus Residency Industrial Estate 5th Block, Koramangala, Bengaluru 560095 India",India,560095,Karnataka,        ,,   ,                       ,                            ,12.93579,77.62402,"48 Terminus Residency Industrial Estate, 5th Block, Koramangala, 560095",Lunch Dinner    ,1,+91 98860 00000,5993,5284,3,3
Oye Amritsar,"49, 1st Floor, 60 Feet Road, 6th Block, Near Nilgiris Super Market, Koramangala, Bengaluru India",India,,Karnataka,        ,,   ,                       ,Reservations                            ,12.93435,77.62362,"49, 1st Floor, 60 Feet Road, 6th Block, Near Nilgiris Super Market, Koramangala",     ,8,+91 80 4099 4451,5993,2056,3.5,3.045486927
Red Pepper Restaurant,"34 K Narayanapura Main Road Near Krishna Jayanti College, Kanakapura Road, Bengaluru 560078 India",India,560078,Karnataka,        ,,   ,                       ,                            ,13.05963,77.64256,"34 K Narayanapura Main Road, Near Krishna Jayanti College, Kanakapura Road, 560078",Breakfast Lunch Dinner   ,1,,5993,4936,4,3.008476019
Loca Moca,"No 29 Assaye Road 6TH Cross, Bengaluru 560034 India",India,560034,Karnataka,        ,,   ,                       ,                            ,12.99461,77.61785,"No 29 Assaye Road, 6TH Cross, 560034",Lunch Dinner    ,3,+91 80 4131 6474,5993,2275,4.5,3.040149212
Pizza Hut,"48 Hosur Road, Bengaluru 560099 India",India,560099,Karnataka,Pizza        ,,   ,                       ,                            ,12.92091,77.66485,"48 Hosur Road, 560099",     ,5,+91 1800 202 2022,5993,2344,4,3.038212061
Goli Vada Pav No.1,"Ground Floor 92/1 Gandhibazaar, Near Hsbc Bank, Bengaluru 560019 India",India,560019,Karnataka,Fast Food        ,,   ,                       ,                            ,12.95389,77.56755,"Ground Floor 92/1 Gandhibazaar, Near Hsbc Bank, 560019",     ,5,+91 99457 80890,5993,2117,4,3.044015169
Sree Spicy Hub Restaurant,"Ground Floor 22 10'th Cross Road Opposite To Axis Bank ATM, Jeevan Bhima Nagar, Bengaluru 560075 India",India,560075,Karnataka,        ,,   ,                       ,                            ,12.92126,77.60549,"Ground Floor 22 10'th Cross Road, Opposite To Axis Bank ATM, Jeevan Bhima Nagar, 560075",Lunch Dinner    ,2,+91 81470 96336,6520,2316,4.5,3.045366526
Sanman Deluxe Restaurant,"25 B T C Race Course Road, Bengaluru 560001 India",India,560001,Karnataka,        ,,   ,                       ,                            ,12.98409,77.58632,"25 B T C Race Course Road, 560001",     ,6,+91 80 2226 2507,5993,1883,4,3.051363707
Sri Matha Annapoorneshwari Tiffen Centre,"841 Nagarathpet Main Road, Bengaluru 560002 India",India,560002,Karnataka,        ,,   ,                       ,                            ,12.84788,77.66233,"841 Nagarathpet Main Road, 560002",     ,3,+91 98805 35819,5993,3098,4,3.024104357
Delicacy,"Shop No. M 22, 10th Main, 1st Floor, Jeevan Bhima Nagar, Near Jeevan Bhima Nagar Police Station, Jeevan Bhima Nagar, Bengaluru 560011 India",India,560011,Karnataka,Chinese Thai       ,,   ,                       ,                            ,12.93619,77.58485,"Shop No. M 22, 10th Main, 1st Floor, Jeevan Bhima Nagar, Near Jeevan Bhima Nagar Police Station, Jeevan Bhima Nagar, 560011",     ,2,+91 80 2529 9333,5993,3524,4,3.01908803
Northwind,"31/4, 1st Main Road, Seshadripuram Seshadripuram, Bengaluru 560020 India",India,560020,Karnataka,        ,,   ,                       ,                            ,12.98512,77.57509,"31/4, 1st Main Road, Seshadripuram, Seshadripuram, 560020",Lunch Dinner    ,6,+91 99001 13313,5993,2591,3.5,3.032552481
Annapurna Lunch Home,"18 M E S Road Muthyala Nagar, Bengaluru 560054 India",India,560054,Karnataka,Cafe        ,,   ,                       ,                            ,13.0416,77.54613,"18 M E S Road, Muthyala Nagar, 560054",     ,1,+91 88856 71253,5993,5133,4,3.007168293
Cosmos Resto-Bar,"153 Uttarahalli Main Rd, Bengaluru 560098 India",India,560098,Karnataka,Indian        ,,   ,                       ,                            ,12.90383,77.51393,"153 Uttarahalli Main Rd, 560098",     ,2,+91 914833233,5993,3061,4,3.02458334
Madurai Idly Dosa Centre,"116/4A, Uday Kumar Building, S.G.R Dental College Road, Munnekolala, Opposite Parameshwara Enterprises, Marathahalli, Bengaluru India",India,,Karnataka,Indian        ,,   ,                       ,                            ,12.94966,77.70179,"116/4A, Uday Kumar Building, S.G.R Dental College Road, Munnekolala, Opposite Parameshwara Enterprises, Marathahalli",     ,4,,5993,1802,4.5,3.054044724
Food N Fun,"651 Govinda Shetty Palya Hosur Main Road, Bengaluru 560100 India",India,560100,Karnataka,Chinese Indian Cafe      ,,   ,                       ,                            ,12.84033,77.66287,"651 Govinda Shetty Palya Hosur Main Road, 560100",     ,1,+91 97392 18888,5993,3615,5,3.018195391
Baskin-Robbins,"3/3, Ground Floor, Chalet Suites Appartement, Whitefield Main Road, Near Hopefarm Circle, Whitefield, Bengaluru 560066 India",India,560066,Karnataka,        ,,   ,                       ,                            ,12.98392,77.72893,"3/3, Ground Floor, Chalet Suites Appartement, Whitefield Main Road, Near Hopefarm Circle, Whitefield, 560066",     ,4,+91 80 4171 0256,5993,1668,4.5,3.059043884
KFC,"1 / 1 1'st Main Road, Bengaluru 560038 India",India,560038,Karnataka,American        ,,   ,                       ,                            ,12.9174,77.60086,"1 / 1 1'st Main Road, 560038",     ,5,40936773,5993,2126,4,3.043842554
Kaggis,"No 17 50 Ksrtc Layout Subramanyapura Main Road Feet Road, Bengaluru 560061 India",India,560061,Karnataka,        ,,   ,                       ,                            ,12.90644,77.5438,"No 17 50 Ksrtc Layout Subramanyapura Main Road Feet Road, 560061",     ,4,+91 80 6532 1866,5993,1549,4.5,3.06491518
Tawa the North Indian Homely Food,"902, 6th Main, 1st Cross, 4th Block, Near Corporation Bank Atm, Koramangala, Bengaluru India",India,,Karnataka,Indian        ,,   ,                       ,                            ,12.93038,77.63041,"902, 6th Main, 1st Cross, 4th Block, Near Corporation Bank Atm, Koramangala",     ,2,+91 96636 50126,5993,2724,4.5,3.029958725
Carnival Cakes & Breads,"162/1, 84/2, Greenglen Layout, Near Shoba Mayflower Apartment, Bellandur, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,12.9262,77.67168,"162/1, 84/2, Greenglen Layout, Near Shoba Mayflower Apartment, Bellandur",     ,4,+91 80 2574 7128,6520,4009,3.5,3.018182993
Ranganatha Veg,"#144/2, Mysore Main Road Next to Nalanda Theatre, Bengaluru 560018 India",India,560018,Karnataka,Indian Cafe       ,,Vegetarian Friendly   ,                       ,Takeout Seating Parking Available Street Parking Validated Parking Free off-street parking Accepts American Express Accepts Mastercard Accepts Visa Digital Payments                   ,12.960406,77.55758,"#144/2, Mysore Main Road, Next to Nalanda Theatre, 560018",Breakfast Lunch Brunch   ,1,+91 87220 04883,5993,3941,4,3.014026403
Sweet Moment,"Kammanahalli Main Road, Next To Parivar Life Style, Kammanahalli, Bengaluru India",India,,Karnataka,Street Food        ,,   ,                       ,                            ,13.01315,77.63565,"Kammanahalli Main Road, Next To Parivar Life Style, Kammanahalli",     ,4,+91 97410 78826,5993,2099,4.5,3.044383764
Bangarpet Pani Poori,"5 Raghu Building Horamavu Main Road 2nd Cross, Bengaluru 560043 India",India,560043,Karnataka,        ,,   ,                       ,                            ,13.01725,77.65501,"5 Raghu Building Horamavu Main Road 2nd Cross, 560043",     ,7,+91 81478 18322,5993,2205,3.5,3.041680098
Iyengar's Bakery,"357 12th Main Road Opposite More Supermarket, Rajajinagar, Bengaluru 560010 India",India,560010,Karnataka,        ,,   ,                       ,                            ,12.98457,77.55415,"357 12th Main Road, Opposite More Supermarket, Rajajinagar, 560010",     ,1,+91 80 2311 9730,5993,5137,4,3.007144213
Swathi Signature Restaurant,"145 Outer Ring Road Opposite Asian Hospital, HSR Layout, Bengaluru 560102 India",India,560102,Karnataka,Indian        ,,   ,                       ,                            ,12.97475,77.5093,"145 Outer Ring Road, Opposite Asian Hospital, HSR Layout, 560102",Lunch Dinner    ,3,+91 80 2550 7575,5993,2171,4.5,3.042606592
Wow! Momo,"Outer Ring Road, Near Manpho Convention Centre, Bengaluru 560103 India",India,560103,Karnataka,Asian Tibetan       ,,   ,                       ,                            ,13.04094,77.62035,"Outer Ring Road, Near Manpho Convention Centre, 560103",     ,2,+91 80 2548 9111,5993,4863,3.5,3.008842468
South Point Pub,"22/2 R. V. Road, Bengaluru 560004 India",India,560004,Karnataka,Pub        ,,   ,                       ,                            ,12.94471,77.57996,"22/2 R. V. Road, 560004",     ,3,+91 80 2656 3642,76,71,3,3.00882411
Swaad Ambarsariya,"141c S.t.bed Layout , 1st Main Koramangala Cloud Kitchen, Bengaluru 560034 India",India,560034,Karnataka,Indian Middle Eastern Afghan      ,,   ,                       ,                            ,12.932032,77.6331,"141c S.t.bed Layout , 1st Main Koramangala, Cloud Kitchen, 560034",     ,1,,5993,2780,5,3.029015779
Adyar Ananda Bhavan,"421 Adyar Ananda Bhavan 3rd a Cross 2nd Street Kammanahalli, Bengaluru 560043 India",India,560043,Karnataka,Indian        ,,Vegetarian Friendly   ,                       ,                            ,13.02207,77.62717,"421 Adyar Ananda Bhavan 3rd a Cross 2nd Street, Kammanahalli, 560043",Breakfast     ,7,+91 80 4205 8999,5993,2989,3.5,3.025394678
Sri Devi Sagar,"131 Dayananda Sagar College Road, Bengaluru 560078 India",India,560078,Karnataka,Indian        ,,   ,                       ,                            ,12.91175,77.56718,"131 Dayananda Sagar College Road, 560078",     ,3,+91 94483 23971,5993,3256,3.5,3.022179365
Mira's Dial-A-Cake,"8 & 9 6th Stage, Near Kammavari Sangham Institute Of Technology College Behind KSIT college, Bengaluru 560062 India",India,560062,Karnataka,        ,,   ,Cakes                       ,                            ,12.879376,77.5443,"8 & 9 6th Stage, Near Kammavari Sangham Institute Of Technology College, Behind KSIT college, 560062",Dinner     ,10,+91 89718 79019,5993,2802,3.5,3.028408766
Arya's Food Corner,"10, MG Road Ground Floor, Mittal Towers, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,12.97259,77.61853,"10, MG Road, Ground Floor, Mittal Towers",     ,2,+91 80 6050 1120,5993,3280,4,3.021912575
Athithi Multi Cuisine Family Restaurant,"Manipal Hospital Road, Kodihalli, Old Airport Road Near Ayappa Temple, Bengaluru 560060 India",India,560060,Karnataka,Chinese        ,,   ,                       ,                            ,12.95584,77.7155,"Manipal Hospital Road, Kodihalli, Old Airport Road, Near Ayappa Temple, 560060",     ,1,+91 97424 18095,5993,4892,4,3.008719444
